run_id,C,penalty,solver,max_iter,l1_ratio,auc
a7ucd2u2,0.025887485063183856,elasticnet,saga,200,0.05515357328969528,0.9054956343091937
a690z92l,1806.7010446757888,elasticnet,saga,500,0.6738346974186156,0.9051532271871254
28esn64l,0.00040347849755860806,elasticnet,saga,500,0.8116842299763297,0.5
bstll8tt,0.5801812519095209,elasticnet,saga,200,0.913782387893224,0.9050390914797694
4myi0d80,2.150225809578929,elasticnet,saga,500,0.9383238575083116,0.9049630010081987
